Matter,FA,MD,L1,L2,L3
2,7.20E-01,6.95E-04,1.39E-03,4.86E-04,2.08E-04
2,2.97E-01,7.75E-04,9.90E-04,8.16E-04,5.20E-04
2,5.78E-01,7.27E-04,1.26E-03,5.84E-04,3.39E-04
2,3.71E-01,7.69E-04,1.09E-03,7.09E-04,5.04E-04
2,3.10E-01,6.97E-04,9.27E-04,6.84E-04,4.81E-04
2,4.88E-01,7.06E-04,1.11E-03,6.38E-04,3.68E-04
2,3.66E-01,7.45E-04,1.02E-03,7.64E-04,4.51E-04
2,3.12E-01,7.10E-04,8.92E-04,7.86E-04,4.52E-04
2,3.89E-01,7.02E-04,9.85E-04,7.12E-04,4.09E-04
2,3.31E-01,7.36E-04,1.00E-03,7.12E-04,4.96E-04
2,2.66E-01,6.87E-04,8.10E-04,7.79E-04,4.72E-04
2,5.04E-01,6.86E-04,1.09E-03,6.17E-04,3.45E-04
2,5.02E-01,7.09E-04,1.16E-03,4.99E-04,4.69E-04
2,6.10E-01,7.64E-04,1.38E-03,5.27E-04,3.87E-04
2,5.02E-01,7.08E-04,1.15E-03,5.61E-04,4.13E-04
2,3.71E-01,6.67E-04,9.65E-04,5.45E-04,4.91E-04
2,6.59E-01,7.02E-04,1.34E-03,4.04E-04,3.67E-04
2,5.48E-01,6.72E-04,1.15E-03,4.70E-04,4.00E-04
2,3.54E-01,6.94E-04,9.83E-04,6.06E-04,4.93E-04
2,6.12E-01,7.22E-04,1.31E-03,4.61E-04,3.95E-04
2,4.46E-01,7.38E-04,1.14E-03,5.77E-04,4.94E-04
2,2.84E-01,7.42E-04,9.61E-04,7.40E-04,5.27E-04
2,4.47E-01,7.00E-04,1.08E-03,5.67E-04,4.51E-04
2,6.56E-01,7.59E-04,1.43E-03,5.38E-04,3.12E-04
2,7.77E-01,5.12E-04,1.10E-03,3.09E-04,1.30E-04
2,6.46E-01,8.23E-04,1.53E-03,6.09E-04,3.33E-04
2,5.46E-01,7.07E-04,1.21E-03,4.71E-04,4.45E-04
2,6.72E-01,6.55E-04,1.25E-03,4.58E-04,2.55E-04
2,6.40E-01,8.09E-04,1.49E-03,6.01E-04,3.33E-04
2,5.59E-01,7.55E-04,1.29E-03,5.83E-04,3.90E-04
2,6.54E-01,7.34E-04,1.37E-03,5.33E-04,2.93E-04
2,6.40E-01,7.08E-04,1.29E-03,5.87E-04,2.48E-04
2,5.49E-01,7.60E-04,1.26E-03,6.77E-04,3.41E-04
2,5.50E-01,7.27E-04,1.20E-03,6.71E-04,3.10E-04
2,8.87E-01,6.85E-04,1.70E-03,2.13E-04,1.41E-04
2,2.39E-01,8.32E-04,1.06E-03,7.46E-04,6.86E-04
2,6.00E-01,8.37E-04,1.50E-03,5.32E-04,4.78E-04
2,7.85E-01,8.53E-04,1.86E-03,3.92E-04,3.08E-04
2,6.99E-01,6.61E-04,1.31E-03,3.73E-04,3.01E-04
2,8.89E-01,6.97E-04,1.74E-03,2.27E-04,1.27E-04
2,8.62E-01,6.91E-04,1.65E-03,2.92E-04,1.25E-04
2,8.21E-01,6.94E-04,1.57E-03,3.34E-04,1.72E-04
2,9.42E-01,5.58E-04,1.50E-03,1.72E-04,-1.58E-06
2,8.19E-01,6.05E-04,1.36E-03,3.26E-04,1.24E-04
2,6.47E-01,8.19E-04,1.53E-03,5.80E-04,3.50E-04
2,5.33E-01,6.65E-04,1.08E-03,6.11E-04,3.01E-04
2,5.12E-01,6.88E-04,1.08E-03,6.72E-04,3.09E-04
2,3.15E-01,6.80E-04,8.69E-04,7.35E-04,4.36E-04
2,2.62E-01,6.66E-04,8.38E-04,6.78E-04,4.81E-04
2,5.45E-01,6.38E-04,1.07E-03,5.14E-04,3.27E-04
2,6.01E-01,6.42E-04,1.14E-03,4.74E-04,3.08E-04
2,5.22E-01,7.01E-04,1.14E-03,6.27E-04,3.38E-04
2,3.46E-01,6.86E-04,9.62E-04,6.10E-04,4.85E-04
2,6.42E-01,6.32E-04,1.18E-03,4.18E-04,3.01E-04
2,5.30E-01,6.95E-04,1.15E-03,5.84E-04,3.53E-04
2,6.02E-01,6.77E-04,1.21E-03,4.62E-04,3.56E-04
2,5.91E-01,6.79E-04,1.17E-03,6.06E-04,2.61E-04
2,7.39E-01,7.08E-04,1.46E-03,4.00E-04,2.62E-04
2,5.14E-01,7.61E-04,1.21E-03,7.26E-04,3.49E-04
2,3.02E-01,7.06E-04,9.27E-04,7.02E-04,4.88E-04
2,6.35E-01,7.12E-04,1.31E-03,5.09E-04,3.15E-04
2,4.66E-01,7.70E-04,1.18E-03,7.17E-04,4.11E-04
2,3.94E-01,7.02E-04,1.01E-03,6.61E-04,4.32E-04
2,4.70E-01,7.00E-04,1.08E-03,6.50E-04,3.71E-04
2,4.34E-01,7.31E-04,1.11E-03,6.35E-04,4.50E-04
2,3.22E-01,7.45E-04,9.84E-04,7.63E-04,4.88E-04
2,4.56E-01,6.85E-04,1.06E-03,5.70E-04,4.22E-04
2,6.51E-01,7.28E-04,1.37E-03,4.53E-04,3.59E-04
2,6.46E-01,8.23E-04,1.53E-03,6.09E-04,3.33E-04
2,5.46E-01,7.07E-04,1.21E-03,4.71E-04,4.45E-04
2,4.53E-01,6.85E-04,1.05E-03,6.03E-04,3.99E-04
2,6.40E-01,8.09E-04,1.49E-03,6.01E-04,3.33E-04
2,5.59E-01,7.55E-04,1.29E-03,5.83E-04,3.90E-04
2,4.55E-01,7.32E-04,1.13E-03,6.44E-04,4.25E-04
2,6.40E-01,7.08E-04,1.29E-03,5.87E-04,2.48E-04
2,5.49E-01,7.60E-04,1.26E-03,6.77E-04,3.41E-04
2,4.09E-01,7.78E-04,1.14E-03,7.30E-04,4.66E-04
2,3.70E-01,7.72E-04,1.06E-03,7.94E-04,4.62E-04
2,9.05E-01,6.31E-04,1.61E-03,1.54E-04,1.30E-04
2,8.15E-01,6.84E-04,1.55E-03,2.99E-04,2.07E-04
2,6.70E-01,6.60E-04,1.25E-03,5.07E-04,2.25E-04
2,4.90E-01,6.22E-04,8.49E-04,7.76E-04,2.41E-04
2,9.30E-01,6.48E-04,1.71E-03,1.99E-04,3.14E-05
2,9.49E-01,6.09E-04,1.66E-03,1.14E-04,4.88E-05
2,8.43E-01,6.59E-04,1.54E-03,2.47E-04,1.88E-04
2,7.80E-01,9.37E-04,2.03E-03,4.30E-04,3.50E-04
2,9.51E-01,6.66E-04,1.83E-03,1.38E-04,3.45E-05
2,9.43E-01,6.51E-04,1.76E-03,1.42E-04,5.01E-05
2,8.51E-01,7.20E-04,1.70E-03,2.71E-04,1.86E-04
2,8.69E-01,6.71E-04,1.63E-03,2.08E-04,1.78E-04
2,9.19E-01,6.44E-04,1.68E-03,1.46E-04,1.08E-04
2,8.84E-01,6.74E-04,1.67E-03,1.95E-04,1.58E-04
2,8.80E-01,6.94E-04,1.71E-03,2.29E-04,1.47E-04
2,9.12E-01,6.40E-04,1.65E-03,1.63E-04,1.09E-04
2,9.01E-01,6.28E-04,1.59E-03,1.90E-04,1.03E-04
2,8.75E-01,6.10E-04,1.49E-03,1.99E-04,1.40E-04
2,6.39E-01,1.00E-03,1.87E-03,5.74E-04,5.63E-04
2,5.42E-01,1.20E-03,2.04E-03,8.12E-04,7.55E-04
2,4.32E-01,1.20E-03,1.83E-03,9.43E-04,8.15E-04
2,8.64E-01,6.83E-04,1.64E-03,2.40E-04,1.66E-04
2,9.32E-01,6.21E-04,1.65E-03,1.99E-04,1.77E-05
2,7.07E-01,7.38E-04,1.47E-03,4.02E-04,3.38E-04
2,8.02E-01,6.68E-04,1.48E-03,3.37E-04,1.86E-04
2,8.78E-01,6.05E-04,1.48E-03,2.87E-04,5.36E-05
2,8.77E-01,6.92E-04,1.69E-03,2.74E-04,1.11E-04
2,8.96E-01,6.10E-04,1.53E-03,2.51E-04,5.12E-05
2,5.93E-01,1.22E-03,2.18E-03,8.34E-04,6.61E-04
2,8.53E-01,7.78E-04,1.85E-03,3.05E-04,1.85E-04
2,4.96E-01,1.55E-03,2.52E-03,1.10E-03,1.02E-03
2,2.98E-01,2.48E-03,3.35E-03,2.09E-03,1.99E-03
2,8.58E-01,6.34E-04,1.50E-03,3.12E-04,8.56E-05
2,9.12E-01,7.26E-04,1.87E-03,1.92E-04,1.14E-04
2,9.05E-01,6.56E-04,1.67E-03,1.66E-04,1.29E-04
2,9.80E-01,5.28E-04,1.52E-03,7.64E-05,-1.54E-05
2,8.89E-01,7.07E-04,1.76E-03,2.25E-04,1.35E-04
2,9.00E-01,7.22E-04,1.83E-03,2.31E-04,1.08E-04
2,9.67E-01,6.35E-04,1.79E-03,1.23E-04,-4.48E-06
2,8.52E-01,9.18E-04,2.17E-03,3.21E-04,2.58E-04
2,8.24E-01,9.05E-04,2.07E-03,3.70E-04,2.78E-04
2,7.22E-01,9.30E-04,1.89E-03,4.65E-04,4.35E-04
2,5.36E-01,1.07E-03,1.80E-03,7.63E-04,6.40E-04
2,6.48E-01,8.89E-04,1.67E-03,5.70E-04,4.28E-04
2,2.41E-01,2.61E-03,3.33E-03,2.37E-03,2.12E-03
2,7.13E-01,1.06E-03,2.14E-03,5.57E-04,4.90E-04
2,8.16E-01,9.50E-04,2.15E-03,3.64E-04,3.37E-04
2,7.23E-01,9.01E-04,1.83E-03,4.84E-04,3.88E-04
2,7.31E-01,1.00E-03,2.05E-03,5.00E-04,4.48E-04
2,8.34E-01,9.01E-04,2.09E-03,3.34E-04,2.82E-04
2,7.46E-01,8.49E-04,1.77E-03,4.29E-04,3.48E-04
2,6.97E-01,1.06E-03,2.10E-03,5.54E-04,5.27E-04
2,8.23E-01,9.49E-04,2.17E-03,3.57E-04,3.24E-04
2,7.87E-01,8.03E-04,1.75E-03,3.67E-04,2.88E-04
2,3.74E-01,7.26E-04,9.88E-04,7.70E-04,4.22E-04
2,4.44E-01,1.57E-03,2.43E-03,1.21E-03,1.07E-03
2,6.75E-01,7.46E-04,1.44E-03,4.10E-04,3.85E-04
2,8.16E-01,8.03E-04,1.82E-03,2.98E-04,2.93E-04
2,7.87E-01,9.40E-04,2.05E-03,3.95E-04,3.71E-04
2,6.59E-01,7.93E-04,1.51E-03,4.44E-04,4.27E-04
2,7.84E-01,8.35E-04,1.82E-03,3.58E-04,3.28E-04
2,8.05E-01,9.30E-04,2.08E-03,3.65E-04,3.48E-04
2,5.00E-01,9.97E-04,1.62E-03,7.43E-04,6.25E-04
2,6.23E-01,9.91E-04,1.82E-03,6.10E-04,5.45E-04
2,7.65E-01,9.97E-04,2.12E-03,4.39E-04,4.28E-04
2,2.74E-01,9.90E-04,1.31E-03,8.53E-04,8.07E-04
2,5.18E-01,8.03E-04,1.32E-03,6.40E-04,4.48E-04
2,4.68E-01,5.44E-04,8.41E-04,4.95E-04,2.96E-04
2,6.26E-01,7.72E-04,1.41E-03,5.65E-04,3.43E-04
2,5.32E-01,7.75E-04,1.30E-03,5.90E-04,4.38E-04
2,5.04E-01,6.37E-04,9.90E-04,6.34E-04,2.86E-04
2,5.90E-01,7.28E-04,1.28E-03,5.78E-04,3.31E-04
2,5.86E-01,6.89E-04,1.21E-03,5.27E-04,3.32E-04
2,4.82E-01,7.14E-04,1.07E-03,7.41E-04,3.26E-04
2,5.21E-01,7.13E-04,1.16E-03,6.38E-04,3.45E-04
2,5.12E-01,6.56E-04,1.07E-03,5.45E-04,3.55E-04
2,5.76E-01,8.59E-04,1.49E-03,6.79E-04,4.10E-04
2,8.05E-01,7.33E-04,1.64E-03,3.37E-04,2.28E-04
2,6.33E-01,7.14E-04,1.32E-03,4.89E-04,3.35E-04
2,7.12E-01,7.03E-04,1.41E-03,4.32E-04,2.70E-04
2,4.52E-01,7.08E-04,1.10E-03,5.95E-04,4.34E-04
2,6.91E-01,7.64E-04,1.50E-03,4.30E-04,3.61E-04
2,7.41E-01,6.83E-04,1.41E-03,3.91E-04,2.47E-04
2,4.81E-01,7.46E-04,1.18E-03,6.16E-04,4.39E-04
2,6.57E-01,7.43E-04,1.41E-03,4.44E-04,3.75E-04
2,7.07E-01,6.94E-04,1.38E-03,4.17E-04,2.82E-04
2,5.51E-01,7.90E-04,1.34E-03,6.10E-04,4.18E-04
2,5.82E-01,7.12E-04,1.24E-03,5.54E-04,3.39E-04
2,3.37E-01,5.90E-04,8.15E-04,5.44E-04,4.10E-04
2,4.55E-01,6.72E-04,9.55E-04,7.52E-04,3.10E-04
2,3.72E-01,6.40E-04,8.16E-04,7.49E-04,3.54E-04
2,2.97E-01,5.98E-04,7.26E-04,6.79E-04,3.89E-04
2,4.91E-01,6.54E-04,9.66E-04,7.23E-04,2.74E-04
2,5.09E-01,6.40E-04,9.96E-04,6.44E-04,2.79E-04
2,4.85E-01,6.45E-04,1.00E-03,6.06E-04,3.26E-04
2,4.88E-01,8.61E-04,1.39E-03,6.51E-04,5.44E-04
2,5.20E-01,7.32E-04,1.21E-03,5.66E-04,4.20E-04
2,4.58E-01,7.36E-04,1.14E-03,6.39E-04,4.31E-04
2,3.35E-01,7.16E-04,9.91E-04,6.54E-04,5.04E-04
2,8.06E-01,8.84E-04,1.97E-03,3.63E-04,3.14E-04
2,6.69E-01,7.24E-04,1.39E-03,4.63E-04,3.22E-04
2,8.35E-01,7.90E-04,1.83E-03,3.03E-04,2.36E-04
2,5.55E-01,7.56E-04,1.29E-03,5.69E-04,4.07E-04
2,7.15E-01,7.09E-04,1.43E-03,4.15E-04,2.86E-04
2,8.78E-01,7.16E-04,1.76E-03,2.19E-04,1.72E-04
2,8.61E-01,7.71E-04,1.85E-03,2.39E-04,2.24E-04
2,7.25E-01,7.74E-04,1.58E-03,4.16E-04,3.30E-04
2,8.59E-01,6.66E-04,1.59E-03,2.45E-04,1.61E-04
2,9.28E-01,6.79E-04,1.79E-03,1.75E-04,6.84E-05
2,6.56E-01,7.46E-04,1.40E-03,5.32E-04,3.03E-04
2,7.80E-01,8.47E-04,1.84E-03,4.00E-04,3.07E-04
2,1.83E-01,8.08E-04,9.70E-04,7.79E-04,6.74E-04
2,8.05E-01,7.86E-04,1.76E-03,3.39E-04,2.64E-04
2,7.60E-01,8.18E-04,1.73E-03,4.46E-04,2.79E-04
2,7.01E-01,6.85E-04,1.36E-03,3.93E-04,3.03E-04
2,8.99E-01,8.47E-04,2.14E-03,2.30E-04,1.70E-04
2,8.03E-01,6.98E-04,1.55E-03,3.47E-04,1.95E-04
2,8.87E-01,6.85E-04,1.70E-03,2.13E-04,1.41E-04
2,9.13E-01,7.17E-04,1.85E-03,1.83E-04,1.18E-04
2,8.05E-01,6.97E-04,1.55E-03,3.22E-04,2.14E-04
2,7.85E-01,8.53E-04,1.86E-03,3.92E-04,3.08E-04
2,6.95E-01,6.21E-04,1.21E-03,4.32E-04,2.17E-04
2,6.27E-01,7.16E-04,1.32E-03,4.83E-04,3.50E-04
2,6.50E-01,7.23E-04,1.35E-03,4.96E-04,3.18E-04
2,6.02E-01,7.21E-04,1.28E-03,5.46E-04,3.34E-04
2,6.20E-01,6.17E-04,1.13E-03,3.83E-04,3.40E-04
2,7.56E-01,6.60E-04,1.39E-03,3.71E-04,2.22E-04
2,6.84E-01,7.56E-04,1.47E-03,4.99E-04,3.03E-04
2,4.73E-01,5.85E-04,9.30E-04,4.40E-04,3.85E-04
2,6.80E-01,7.04E-04,1.36E-03,4.41E-04,3.07E-04
2,6.76E-01,8.24E-04,1.59E-03,5.33E-04,3.50E-04
2,6.77E-01,7.00E-04,1.34E-03,4.99E-04,2.58E-04
2,5.10E-01,6.74E-04,1.10E-03,5.46E-04,3.77E-04
2,6.27E-01,6.50E-04,1.19E-03,4.61E-04,2.99E-04
2,5.58E-01,7.67E-04,1.32E-03,5.37E-04,4.44E-04
2,5.77E-01,7.02E-04,1.22E-03,5.44E-04,3.43E-04
2,6.25E-01,6.97E-04,1.28E-03,4.25E-04,3.85E-04
2,5.72E-01,6.83E-04,1.19E-03,4.74E-04,3.85E-04
2,5.26E-01,8.03E-04,1.32E-03,6.89E-04,4.02E-04
2,6.62E-01,7.21E-04,1.37E-03,4.86E-04,3.08E-04
2,6.25E-01,6.65E-04,1.22E-03,4.46E-04,3.29E-04
2,4.88E-01,7.91E-04,1.24E-03,7.29E-04,4.05E-04
2,5.45E-01,7.02E-04,1.19E-03,5.25E-04,3.91E-04
3,3.42E-01,6.92E-04,9.41E-04,6.86E-04,4.48E-04
3,2.82E-01,7.14E-04,8.89E-04,7.67E-04,4.86E-04
3,2.98E-01,7.81E-04,9.62E-04,8.70E-04,5.09E-04
3,2.29E-01,7.80E-04,9.43E-04,8.14E-04,5.84E-04
3,3.16E-01,6.89E-04,8.51E-04,7.85E-04,4.32E-04
3,2.63E-01,7.99E-04,9.82E-04,8.54E-04,5.62E-04
3,2.35E-01,8.39E-04,1.02E-03,8.78E-04,6.22E-04
3,3.34E-01,6.58E-04,8.33E-04,7.40E-04,4.00E-04
3,2.51E-01,8.29E-04,1.04E-03,8.35E-04,6.13E-04
3,3.02E-01,7.34E-04,9.36E-04,7.81E-04,4.86E-04
3,2.38E-01,7.88E-04,9.70E-04,8.06E-04,5.88E-04
3,3.20E-01,7.02E-04,9.01E-04,7.60E-04,4.46E-04
3,2.89E-01,6.12E-04,7.75E-04,6.44E-04,4.16E-04
3,2.78E-01,7.57E-04,9.27E-04,8.29E-04,5.14E-04
3,3.12E-01,6.93E-04,8.92E-04,7.36E-04,4.51E-04
3,2.54E-01,7.47E-04,9.17E-04,7.87E-04,5.36E-04
3,2.74E-01,8.30E-04,1.01E-03,9.08E-04,5.68E-04
3,2.87E-01,7.59E-04,9.44E-04,8.22E-04,5.10E-04
3,3.23E-01,6.96E-04,9.32E-04,6.92E-04,4.65E-04
3,2.91E-01,7.96E-04,9.96E-04,8.59E-04,5.32E-04
3,3.03E-01,7.22E-04,9.02E-04,7.97E-04,4.68E-04
3,2.89E-01,7.22E-04,9.19E-04,7.54E-04,4.93E-04
3,3.16E-01,7.36E-04,1.00E-03,6.78E-04,5.29E-04
3,3.92E-01,5.66E-04,8.26E-04,5.00E-04,3.71E-04
3,2.51E-01,6.69E-04,8.47E-04,6.56E-04,5.05E-04
3,3.27E-01,6.55E-04,8.89E-04,6.32E-04,4.46E-04
3,3.77E-01,5.89E-04,8.53E-04,4.99E-04,4.14E-04
3,2.47E-01,6.82E-04,8.61E-04,6.65E-04,5.19E-04
3,3.44E-01,5.33E-04,7.20E-04,5.42E-04,3.38E-04
3,2.87E-01,7.44E-04,9.97E-04,6.41E-04,5.95E-04
3,2.14E-01,7.63E-04,9.46E-04,7.24E-04,6.20E-04
3,2.89E-01,6.12E-04,7.75E-04,6.44E-04,4.16E-04
3,2.57E-01,6.85E-04,8.50E-04,7.10E-04,4.93E-04
3,2.35E-01,6.44E-04,8.13E-04,6.05E-04,5.13E-04
3,2.49E-01,6.55E-04,8.17E-04,6.62E-04,4.85E-04
3,2.67E-01,7.50E-04,9.46E-04,7.67E-04,5.37E-04
3,2.28E-01,5.98E-04,7.22E-04,6.24E-04,4.48E-04
3,2.51E-01,6.69E-04,8.47E-04,6.56E-04,5.05E-04
3,3.27E-01,6.55E-04,8.89E-04,6.32E-04,4.46E-04
3,2.14E-01,8.76E-04,1.05E-03,9.05E-04,6.73E-04
3,2.47E-01,6.82E-04,8.61E-04,6.65E-04,5.19E-04
3,3.44E-01,5.33E-04,7.20E-04,5.42E-04,3.38E-04
3,3.25E-01,6.52E-04,8.53E-04,6.87E-04,4.17E-04
3,3.37E-01,6.75E-04,9.30E-04,6.34E-04,4.63E-04
3,3.21E-01,5.68E-04,7.70E-04,5.36E-04,3.97E-04
3,1.89E-01,8.80E-04,1.06E-03,8.52E-04,7.28E-04
3,3.59E-01,5.33E-04,7.58E-04,4.68E-04,3.74E-04
3,2.22E-01,7.98E-04,9.88E-04,7.75E-04,6.30E-04
3,1.97E-01,9.00E-04,1.07E-03,9.14E-04,7.14E-04
3,3.07E-01,5.80E-04,7.81E-04,5.36E-04,4.22E-04
3,2.20E-01,7.95E-04,9.96E-04,7.33E-04,6.58E-04
3,2.73E-01,8.06E-04,9.90E-04,8.74E-04,5.54E-04
3,2.31E-01,7.23E-04,8.92E-04,7.25E-04,5.51E-04
3,2.30E-01,7.17E-04,9.06E-04,6.61E-04,5.84E-04
3,3.11E-01,6.72E-04,9.05E-04,6.34E-04,4.78E-04
3,7.80E-02,1.20E-03,1.29E-03,1.20E-03,1.10E-03
3,2.09E-01,6.35E-04,7.74E-04,6.26E-04,5.05E-04
3,1.04E-01,8.70E-04,9.57E-04,8.77E-04,7.76E-04
3,9.11E-02,1.36E-03,1.49E-03,1.35E-03,1.24E-03
3,7.57E-02,7.85E-04,8.51E-04,7.71E-04,7.34E-04
3,7.70E-02,1.48E-03,1.58E-03,1.50E-03,1.36E-03
3,7.65E-02,1.89E-03,2.05E-03,1.85E-03,1.77E-03
3,7.10E-02,1.25E-03,1.32E-03,1.26E-03,1.15E-03
3,5.14E-02,2.40E-03,2.50E-03,2.42E-03,2.26E-03
3,6.66E-02,2.52E-03,2.71E-03,2.45E-03,2.40E-03
3,4.39E-02,1.12E-03,1.16E-03,1.13E-03,1.06E-03
3,5.64E-02,1.12E-03,1.19E-03,1.10E-03,1.07E-03
3,1.59E-01,7.63E-04,8.53E-04,8.13E-04,6.23E-04
3,2.03E-01,7.49E-04,9.09E-04,7.35E-04,6.03E-04
3,1.77E-01,8.61E-04,9.85E-04,9.10E-04,6.89E-04
3,6.68E-02,1.24E-03,1.33E-03,1.21E-03,1.17E-03
3,7.10E-02,1.25E-03,1.35E-03,1.22E-03,1.19E-03
3,5.51E-02,1.14E-03,1.21E-03,1.12E-03,1.09E-03
3,8.62E-02,1.46E-03,1.59E-03,1.43E-03,1.35E-03
3,5.81E-02,1.60E-03,1.69E-03,1.60E-03,1.51E-03
3,8.06E-02,1.01E-03,1.10E-03,9.83E-04,9.43E-04
3,9.04E-02,1.28E-03,1.41E-03,1.24E-03,1.19E-03
3,2.18E-01,5.08E-04,6.27E-04,4.93E-04,4.04E-04
3,2.28E-02,2.24E-03,2.29E-03,2.25E-03,2.19E-03
3,5.18E-02,1.22E-03,1.27E-03,1.24E-03,1.15E-03
3,4.72E-02,7.58E-04,7.91E-04,7.63E-04,7.20E-04
3,3.36E-02,1.77E-03,1.82E-03,1.79E-03,1.71E-03
3,9.09E-02,8.28E-04,8.84E-04,8.58E-04,7.42E-04
3,1.23E-01,5.58E-04,6.34E-04,5.44E-04,4.98E-04
3,2.98E-02,1.63E-03,1.67E-03,1.65E-03,1.57E-03
3,1.13E-01,5.91E-04,6.48E-04,6.08E-04,5.17E-04
3,1.94E-01,6.38E-04,7.76E-04,6.06E-04,5.32E-04
3,2.56E-01,5.51E-04,7.10E-04,5.14E-04,4.29E-04
3,5.71E-02,1.04E-03,1.10E-03,1.04E-03,9.82E-04
3,1.56E-01,6.77E-04,7.92E-04,6.57E-04,5.82E-04
3,1.16E-01,7.09E-04,7.79E-04,7.31E-04,6.17E-04
3,3.82E-02,1.70E-03,1.76E-03,1.71E-03,1.64E-03
3,1.42E-01,6.20E-04,7.14E-04,6.11E-04,5.37E-04
3,1.32E-01,8.05E-04,9.04E-04,8.19E-04,6.92E-04
3,2.87E-02,1.70E-03,1.75E-03,1.70E-03,1.66E-03
3,1.17E-01,6.16E-04,6.99E-04,5.83E-04,5.67E-04
3,1.00E-01,1.05E-03,1.14E-03,1.07E-03,9.31E-04
3,4.39E-02,2.15E-03,2.25E-03,2.13E-03,2.06E-03
3,1.46E-01,8.85E-04,1.03E-03,8.19E-04,8.00E-04
3,1.54E-01,1.82E-03,2.13E-03,1.73E-03,1.59E-03
3,9.94E-02,1.94E-03,2.17E-03,1.84E-03,1.82E-03
3,1.75E-01,7.18E-04,8.58E-04,6.89E-04,6.09E-04
3,2.89E-01,8.21E-04,1.10E-03,7.12E-04,6.51E-04
3,1.22E-01,1.86E-03,2.12E-03,1.76E-03,1.69E-03
3,2.10E-01,7.52E-04,8.94E-04,7.83E-04,5.78E-04
3,3.05E-01,7.22E-04,9.85E-04,6.02E-04,5.80E-04
3,1.03E-01,2.23E-03,2.49E-03,2.16E-03,2.05E-03
3,1.19E-01,1.73E-03,1.89E-03,1.81E-03,1.50E-03
3,1.43E-01,1.11E-03,1.29E-03,1.06E-03,9.86E-04
