Matter,FA,MD,L1,L2,L3
3,1.79E-01,8.88E-04,1.05E-03,8.77E-04,7.33E-04
3,5.01E-02,3.53E-03,3.70E-03,3.55E-03,3.35E-03
3,2.11E-02,3.77E-03,3.86E-03,3.74E-03,3.71E-03
3,4.91E-02,4.00E-03,4.17E-03,4.06E-03,3.78E-03
3,1.43E-01,2.05E-03,2.38E-03,1.97E-03,1.80E-03
3,5.79E-02,3.09E-03,3.28E-03,3.08E-03,2.92E-03
3,5.35E-02,4.19E-03,4.44E-03,4.12E-03,4.01E-03
3,9.91E-02,2.76E-03,3.08E-03,2.63E-03,2.57E-03
3,1.29E-01,1.66E-03,1.90E-03,1.58E-03,1.49E-03
3,7.48E-02,3.49E-03,3.73E-03,3.52E-03,3.21E-03
3,5.33E-02,3.82E-03,4.03E-03,3.81E-03,3.63E-03
3,3.78E-02,4.06E-03,4.19E-03,4.09E-03,3.89E-03
3,9.79E-02,8.61E-04,9.52E-04,8.47E-04,7.85E-04
3,1.65E-01,7.14E-04,8.23E-04,7.30E-04,5.87E-04
3,8.21E-02,7.44E-04,8.14E-04,7.15E-04,7.03E-04
3,7.16E-02,8.06E-04,8.59E-04,8.14E-04,7.44E-04
3,1.52E-01,6.26E-04,7.25E-04,6.20E-04,5.33E-04
3,7.73E-02,7.64E-04,8.28E-04,7.50E-04,7.12E-04
3,7.51E-02,7.71E-04,8.23E-04,7.82E-04,7.08E-04
3,1.76E-01,6.85E-04,8.13E-04,6.72E-04,5.70E-04
3,1.24E-01,6.89E-04,7.79E-04,6.80E-04,6.07E-04
3,1.30E-01,7.12E-04,8.14E-04,6.92E-04,6.31E-04
3,1.89E-01,2.10E-03,2.55E-03,1.98E-03,1.77E-03
3,4.71E-01,7.78E-04,1.23E-03,6.35E-04,4.73E-04
3,8.95E-02,1.14E-03,1.25E-03,1.10E-03,1.05E-03
3,1.20E-01,1.14E-03,1.30E-03,1.07E-03,1.06E-03
3,1.47E-01,1.03E-03,1.20E-03,9.66E-04,9.14E-04
3,9.30E-02,1.00E-03,1.10E-03,9.95E-04,9.09E-04
3,1.53E-01,1.04E-03,1.22E-03,9.55E-04,9.34E-04
3,1.71E-01,1.11E-03,1.33E-03,1.02E-03,9.75E-04
3,1.15E-01,9.59E-04,1.07E-03,9.58E-04,8.48E-04
3,1.38E-01,1.10E-03,1.27E-03,1.05E-03,9.83E-04
3,1.38E-01,1.02E-03,1.17E-03,9.93E-04,8.88E-04
3,1.20E-01,6.45E-04,7.28E-04,6.34E-04,5.74E-04
3,1.79E-01,7.54E-04,8.99E-04,7.35E-04,6.29E-04
3,1.25E-01,8.40E-04,9.44E-04,8.43E-04,7.33E-04
3,1.38E-01,7.01E-04,7.97E-04,7.02E-04,6.03E-04
3,1.02E-01,8.89E-04,9.66E-04,9.12E-04,7.88E-04
3,1.18E-01,7.32E-04,8.10E-04,7.49E-04,6.39E-04
3,1.05E-01,8.62E-04,9.45E-04,8.74E-04,7.66E-04
3,1.18E-01,9.85E-04,1.10E-03,9.82E-04,8.70E-04
3,9.75E-02,7.19E-04,7.74E-04,7.43E-04,6.40E-04
3,8.39E-02,1.03E-03,1.11E-03,1.04E-03,9.41E-04
3,1.38E-01,9.76E-04,1.12E-03,9.63E-04,8.48E-04
3,4.44E-02,1.09E-03,1.13E-03,1.09E-03,1.04E-03
3,1.07E-01,9.90E-04,1.10E-03,9.76E-04,8.91E-04
3,2.06E-01,7.66E-04,8.93E-04,8.20E-04,5.86E-04
3,1.10E-01,9.74E-04,1.08E-03,9.81E-04,8.63E-04
3,9.59E-02,9.91E-04,1.10E-03,9.65E-04,9.12E-04
3,1.07E-01,1.09E-03,1.20E-03,1.11E-03,9.70E-04
3,8.11E-02,1.14E-03,1.24E-03,1.14E-03,1.05E-03
3,6.91E-02,1.01E-03,1.09E-03,9.93E-04,9.50E-04
3,8.93E-02,1.19E-03,1.31E-03,1.17E-03,1.10E-03
3,8.21E-02,9.83E-04,1.07E-03,9.76E-04,9.07E-04
3,4.69E-02,7.68E-04,8.04E-04,7.68E-04,7.32E-04
3,3.78E-02,8.31E-04,8.56E-04,8.41E-04,7.95E-04
3,1.61E-01,7.65E-04,8.95E-04,7.54E-04,6.47E-04
3,8.08E-02,1.59E-03,1.72E-03,1.57E-03,1.47E-03
3,1.04E-01,7.35E-04,8.06E-04,7.46E-04,6.53E-04
3,2.21E-01,9.13E-04,1.14E-03,8.48E-04,7.48E-04
3,7.87E-02,1.87E-03,2.04E-03,1.83E-03,1.76E-03
3,1.20E-01,6.94E-04,7.73E-04,7.02E-04,6.06E-04
3,1.21E-01,9.31E-04,1.06E-03,8.67E-04,8.64E-04
3,5.21E-02,2.02E-03,2.14E-03,1.97E-03,1.95E-03
3,1.17E-01,7.12E-04,8.08E-04,6.78E-04,6.51E-04
3,1.80E-01,8.59E-04,1.02E-03,8.43E-04,7.12E-04
3,1.50E-01,7.75E-04,8.68E-04,8.12E-04,6.43E-04
3,1.68E-01,6.82E-04,8.09E-04,6.55E-04,5.82E-04
3,1.06E-01,8.28E-04,9.03E-04,8.49E-04,7.31E-04
3,1.48E-01,7.85E-04,9.02E-04,7.87E-04,6.68E-04
3,3.56E-01,8.14E-04,1.15E-03,7.33E-04,5.60E-04
3,1.68E-01,5.90E-04,6.83E-04,6.04E-04,4.84E-04
3,1.69E-01,6.34E-04,7.43E-04,6.34E-04,5.27E-04
3,2.12E-01,6.77E-04,8.11E-04,6.99E-04,5.22E-04
3,7.96E-02,1.08E-03,1.15E-03,1.11E-03,9.87E-04
3,1.38E-01,6.71E-04,7.67E-04,6.66E-04,5.80E-04
3,1.86E-01,5.63E-04,6.35E-04,6.13E-04,4.42E-04
3,1.74E-01,6.06E-04,7.15E-04,6.01E-04,5.02E-04
3,9.18E-02,9.06E-04,9.98E-04,8.83E-04,8.36E-04
3,1.04E-01,6.26E-04,6.93E-04,6.22E-04,5.62E-04
3,7.36E-02,9.16E-04,9.91E-04,8.96E-04,8.60E-04
3,4.56E-01,6.68E-04,1.04E-03,5.49E-04,4.16E-04
3,9.89E-02,5.82E-04,6.43E-04,5.74E-04,5.28E-04
3,6.70E-02,9.79E-04,1.04E-03,9.82E-04,9.12E-04
3,1.95E-01,8.25E-04,9.92E-04,8.16E-04,6.67E-04
3,1.48E-01,5.03E-04,5.73E-04,5.12E-04,4.24E-04
3,1.06E-01,8.28E-04,9.03E-04,8.49E-04,7.31E-04
3,1.48E-01,7.85E-04,9.02E-04,7.87E-04,6.68E-04
3,1.22E-01,7.57E-04,8.55E-04,7.48E-04,6.70E-04
3,9.52E-02,8.46E-04,9.29E-04,8.42E-04,7.68E-04
3,2.10E-01,7.65E-04,9.21E-04,7.77E-04,5.96E-04
3,9.91E-02,9.51E-04,1.04E-03,9.63E-04,8.51E-04
3,1.32E-01,5.10E-04,5.80E-04,5.07E-04,4.44E-04
3,1.45E-01,7.92E-04,8.81E-04,8.33E-04,6.62E-04
3,1.60E-01,7.60E-04,8.81E-04,7.62E-04,6.37E-04
3,1.17E-01,5.64E-04,6.23E-04,5.75E-04,4.92E-04
3,2.03E-01,5.82E-04,6.92E-04,6.01E-04,4.54E-04
3,1.60E-01,5.65E-04,6.51E-04,5.73E-04,4.70E-04
3,4.72E-02,1.28E-03,1.33E-03,1.29E-03,1.21E-03
3,1.80E-01,6.19E-04,7.11E-04,6.52E-04,4.93E-04
3,1.03E-01,8.45E-04,9.27E-04,8.54E-04,7.54E-04
3,1.59E-01,7.21E-04,8.12E-04,7.61E-04,5.91E-04
3,1.18E-01,7.24E-04,8.02E-04,7.37E-04,6.33E-04
3,2.73E-01,6.07E-04,7.90E-04,5.78E-04,4.53E-04
3,2.43E-01,7.33E-04,8.92E-04,7.72E-04,5.35E-04
3,1.15E-01,7.28E-04,8.08E-04,7.34E-04,6.41E-04
3,1.77E-01,6.79E-04,7.98E-04,6.83E-04,5.55E-04
3,3.39E-01,8.01E-04,1.07E-03,8.29E-04,5.05E-04
3,1.28E-01,7.55E-04,8.47E-04,7.63E-04,6.54E-04
3,1.48E-01,7.52E-04,8.65E-04,7.48E-04,6.41E-04
3,1.51E-01,6.69E-04,7.73E-04,6.63E-04,5.70E-04
3,8.67E-02,7.42E-04,7.98E-04,7.56E-04,6.71E-04
3,3.02E-01,6.80E-04,9.12E-04,6.30E-04,4.97E-04
3,1.34E-01,7.22E-04,8.10E-04,7.38E-04,6.18E-04
3,1.82E-01,7.28E-04,8.50E-04,7.50E-04,5.84E-04
3,2.02E-01,6.98E-04,8.48E-04,6.83E-04,5.64E-04
3,1.11E-01,7.44E-04,8.24E-04,7.48E-04,6.58E-04
3,2.45E-01,6.75E-04,8.37E-04,6.88E-04,5.00E-04
3,2.06E-01,7.33E-04,8.98E-04,7.07E-04,5.95E-04
3,1.10E-01,7.20E-04,8.08E-04,7.00E-04,6.52E-04
3,3.78E-01,7.27E-04,1.03E-03,7.03E-04,4.51E-04
3,1.92E-01,6.51E-04,7.86E-04,6.31E-04,5.36E-04
3,8.22E-02,9.96E-04,1.09E-03,9.64E-04,9.34E-04
3,2.23E-01,7.60E-04,9.32E-04,7.61E-04,5.87E-04
3,1.30E-01,6.54E-04,7.41E-04,6.51E-04,5.69E-04
3,1.03E-01,7.70E-04,8.44E-04,7.78E-04,6.86E-04
3,2.02E-01,7.25E-04,8.67E-04,7.37E-04,5.70E-04
3,1.26E-01,7.86E-04,8.94E-04,7.66E-04,6.99E-04
3,1.25E-01,8.75E-04,9.81E-04,8.81E-04,7.61E-04
3,1.86E-01,7.86E-04,9.30E-04,7.92E-04,6.36E-04
3,1.32E-01,8.86E-04,1.01E-03,8.77E-04,7.73E-04
3,1.27E-01,9.41E-04,1.07E-03,9.32E-04,8.25E-04
3,4.06E-02,1.43E-03,1.48E-03,1.45E-03,1.37E-03
3,7.24E-02,1.19E-03,1.26E-03,1.22E-03,1.09E-03
3,1.97E-01,8.93E-04,1.09E-03,8.52E-04,7.38E-04
3,1.86E-01,7.86E-04,9.30E-04,7.92E-04,6.36E-04
3,1.32E-01,8.86E-04,1.01E-03,8.77E-04,7.73E-04
3,1.66E-01,8.92E-04,1.06E-03,8.41E-04,7.74E-04
3,1.37E-01,9.19E-04,1.04E-03,9.28E-04,7.88E-04
3,1.25E-01,1.06E-03,1.19E-03,1.06E-03,9.22E-04
3,1.18E-01,1.15E-03,1.29E-03,1.12E-03,1.03E-03
3,1.03E-01,1.29E-03,1.42E-03,1.28E-03,1.16E-03
3,1.27E-01,1.16E-03,1.32E-03,1.14E-03,1.03E-03
3,1.77E-02,1.62E-03,1.64E-03,1.63E-03,1.59E-03
3,1.39E-01,9.53E-04,1.08E-03,9.57E-04,8.17E-04
3,2.32E-01,9.70E-04,1.23E-03,8.73E-04,8.05E-04
3,2.40E-01,8.02E-04,9.86E-04,8.23E-04,5.96E-04
3,1.97E-01,8.93E-04,1.09E-03,8.52E-04,7.38E-04
3,1.67E-01,9.61E-04,1.08E-03,1.03E-03,7.76E-04
3,1.61E-01,9.01E-04,1.02E-03,9.47E-04,7.38E-04
3,1.66E-01,8.92E-04,1.06E-03,8.41E-04,7.74E-04
3,9.78E-02,1.21E-03,1.32E-03,1.23E-03,1.09E-03
3,9.75E-02,1.18E-03,1.28E-03,1.21E-03,1.05E-03
3,1.18E-01,1.15E-03,1.29E-03,1.12E-03,1.03E-03
3,5.28E-02,1.46E-03,1.55E-03,1.44E-03,1.40E-03
3,6.53E-02,1.36E-03,1.45E-03,1.34E-03,1.28E-03
3,2.48E-02,1.57E-03,1.60E-03,1.58E-03,1.53E-03
3,6.17E-02,1.14E-03,1.21E-03,1.15E-03,1.07E-03
3,8.13E-02,9.88E-04,1.06E-03,1.00E-03,9.02E-04
3,5.76E-02,1.15E-03,1.21E-03,1.16E-03,1.08E-03
3,9.62E-02,8.18E-04,8.84E-04,8.40E-04,7.31E-04
3,9.31E-02,6.46E-04,7.11E-04,6.34E-04,5.92E-04
3,5.21E-02,8.50E-04,8.95E-04,8.48E-04,8.07E-04
3,6.50E-02,7.17E-04,7.68E-04,7.05E-04,6.77E-04
3,1.82E-01,6.91E-04,8.27E-04,6.69E-04,5.76E-04
3,1.62E-01,6.36E-04,7.49E-04,6.15E-04,5.44E-04
3,5.89E-02,1.60E-03,1.71E-03,1.55E-03,1.53E-03
3,8.17E-02,1.28E-03,1.39E-03,1.26E-03,1.19E-03
3,1.28E-01,8.64E-04,9.84E-04,8.42E-04,7.65E-04
3,1.25E-01,7.42E-04,8.42E-04,7.26E-04,6.57E-04
3,7.75E-02,1.56E-03,1.69E-03,1.54E-03,1.45E-03
3,1.42E-01,9.52E-04,1.10E-03,9.11E-04,8.42E-04
3,1.09E-01,8.04E-04,9.05E-04,7.54E-04,7.52E-04
3,4.72E-02,1.57E-03,1.64E-03,1.56E-03,1.49E-03
3,1.03E-01,9.79E-04,1.10E-03,9.34E-04,9.08E-04
3,5.09E-02,7.84E-04,8.09E-04,8.06E-04,7.38E-04
3,1.74E-01,7.39E-04,8.67E-04,7.42E-04,6.07E-04
3,9.86E-02,8.88E-04,9.84E-04,8.65E-04,8.13E-04
3,1.29E-01,1.11E-03,1.26E-03,1.08E-03,9.77E-04
3,1.02E-01,9.71E-04,1.06E-03,9.96E-04,8.61E-04
3,1.08E-01,9.22E-04,1.03E-03,9.13E-04,8.27E-04
3,7.51E-02,1.14E-03,1.19E-03,1.18E-03,1.04E-03
3,1.10E-01,6.98E-04,7.79E-04,6.88E-04,6.26E-04
3,1.39E-01,6.30E-04,7.26E-04,6.13E-04,5.52E-04
3,3.91E-02,8.69E-04,9.06E-04,8.64E-04,8.38E-04
3,9.29E-02,6.41E-04,7.02E-04,6.37E-04,5.83E-04
3,2.66E-01,5.91E-04,7.75E-04,5.14E-04,4.82E-04
3,9.82E-02,6.68E-04,7.11E-04,7.01E-04,5.92E-04
3,1.62E-01,7.55E-04,8.74E-04,7.63E-04,6.28E-04
3,1.82E-01,7.86E-04,9.42E-04,7.58E-04,6.57E-04
3,1.65E-01,8.97E-04,1.04E-03,9.05E-04,7.43E-04
3,1.40E-01,1.03E-03,1.17E-03,1.05E-03,8.80E-04
3,1.21E-01,7.57E-04,8.34E-04,7.82E-04,6.55E-04
3,1.41E-01,8.66E-04,9.48E-04,9.25E-04,7.25E-04
3,1.00E-01,1.05E-03,1.13E-03,1.09E-03,9.31E-04
3,1.12E-01,9.46E-04,1.07E-03,9.05E-04,8.66E-04
3,7.38E-02,1.09E-03,1.17E-03,1.09E-03,1.01E-03
3,4.63E-02,1.20E-03,1.25E-03,1.21E-03,1.14E-03
3,4.29E-01,7.07E-04,1.08E-03,5.81E-04,4.66E-04
3,1.44E-01,7.39E-04,8.46E-04,7.40E-04,6.31E-04
3,1.25E-01,6.08E-04,6.91E-04,5.95E-04,5.39E-04
3,1.67E-01,4.82E-04,5.65E-04,4.78E-04,4.03E-04
3,8.93E-02,1.25E-03,1.38E-03,1.21E-03,1.17E-03
3,1.22E-01,8.14E-04,9.30E-04,7.66E-04,7.47E-04
3,1.45E-01,6.67E-04,7.64E-04,6.68E-04,5.69E-04
3,8.42E-02,5.72E-04,6.24E-04,5.62E-04,5.30E-04
3,1.27E-01,8.83E-04,1.01E-03,8.45E-04,7.94E-04
3,1.76E-01,8.33E-04,9.82E-04,8.32E-04,6.86E-04
3,2.37E-01,3.83E-04,4.57E-04,4.11E-04,2.79E-04
3,2.18E-01,7.51E-04,9.15E-04,7.56E-04,5.82E-04
3,8.37E-02,1.01E-03,1.09E-03,1.01E-03,9.19E-04
3,2.21E-01,8.24E-04,1.02E-03,8.09E-04,6.47E-04
3,2.12E-01,6.13E-04,7.61E-04,5.68E-04,5.09E-04
3,8.74E-02,1.29E-03,1.38E-03,1.33E-03,1.17E-03
3,1.56E-01,9.99E-04,1.18E-03,9.17E-04,8.99E-04
3,1.53E-01,9.02E-04,1.06E-03,8.54E-04,7.93E-04
3,7.09E-02,1.43E-03,1.53E-03,1.43E-03,1.32E-03
3,9.36E-02,1.16E-03,1.29E-03,1.12E-03,1.08E-03
3,8.85E-02,1.13E-03,1.25E-03,1.09E-03,1.06E-03
3,5.26E-02,1.85E-03,1.93E-03,1.88E-03,1.74E-03
3,9.39E-02,1.26E-03,1.39E-03,1.21E-03,1.17E-03
3,8.85E-02,1.38E-03,1.51E-03,1.36E-03,1.27E-03
3,1.14E-01,9.23E-04,1.03E-03,9.23E-04,8.17E-04
3,8.65E-02,1.36E-03,1.48E-03,1.37E-03,1.25E-03
3,8.62E-02,1.91E-03,2.10E-03,1.85E-03,1.78E-03
3,2.04E-01,5.83E-04,7.00E-04,5.91E-04,4.59E-04
3,1.89E-01,5.93E-04,6.82E-04,6.33E-04,4.66E-04
3,1.21E-01,9.62E-04,1.05E-03,1.00E-03,8.29E-04
3,2.90E-01,6.36E-04,8.43E-04,5.93E-04,4.71E-04
3,1.71E-01,6.58E-04,7.83E-04,6.30E-04,5.60E-04
3,1.25E-01,6.15E-04,6.79E-04,6.36E-04,5.29E-04
3,9.39E-02,6.76E-04,7.47E-04,6.59E-04,6.24E-04
3,5.01E-01,7.08E-04,1.13E-03,6.18E-04,3.72E-04
3,3.37E-01,7.26E-04,9.94E-04,6.96E-04,4.87E-04
3,1.87E-01,9.08E-04,1.10E-03,8.34E-04,7.85E-04
3,1.20E-01,1.03E-03,1.17E-03,9.60E-04,9.53E-04
3,2.74E-01,7.30E-04,9.23E-04,7.52E-04,5.14E-04
3,1.87E-01,7.16E-04,8.72E-04,6.46E-04,6.29E-04
3,1.22E-01,7.05E-04,8.01E-04,6.79E-04,6.34E-04
3,2.76E-01,7.53E-04,9.23E-04,8.22E-04,5.13E-04
3,2.41E-01,7.32E-04,9.38E-04,6.56E-04,6.02E-04
3,3.03E-01,5.85E-04,7.93E-04,5.17E-04,4.46E-04
3,5.64E-02,1.30E-03,1.38E-03,1.26E-03,1.25E-03
3,7.73E-02,7.64E-04,8.28E-04,7.50E-04,7.12E-04
3,1.43E-01,2.09E-03,2.42E-03,2.04E-03,1.82E-03
3,1.83E-01,1.91E-03,2.30E-03,1.79E-03,1.62E-03
3,2.52E-01,1.29E-03,1.66E-03,1.19E-03,1.01E-03
3,1.62E-01,2.28E-03,2.69E-03,2.19E-03,1.96E-03
3,1.89E-01,2.10E-03,2.55E-03,1.98E-03,1.77E-03
3,1.99E-01,1.89E-03,2.31E-03,1.78E-03,1.58E-03
3,1.45E-01,2.46E-03,2.85E-03,2.39E-03,2.15E-03
3,1.78E-01,2.43E-03,2.90E-03,2.37E-03,2.03E-03
3,1.70E-01,2.51E-03,2.98E-03,2.41E-03,2.14E-03
3,1.00E-01,2.74E-03,3.00E-03,2.78E-03,2.45E-03
3,2.69E-01,6.91E-04,8.36E-04,7.63E-04,4.75E-04
3,1.14E-01,8.38E-04,9.15E-04,8.68E-04,7.31E-04
3,1.24E-01,7.90E-04,8.84E-04,7.98E-04,6.88E-04
3,9.91E-02,8.84E-04,9.71E-04,8.84E-04,7.95E-04
3,1.29E-01,8.00E-04,8.90E-04,8.24E-04,6.87E-04
3,1.18E-01,7.95E-04,8.77E-04,8.16E-04,6.92E-04
3,1.05E-01,8.07E-04,8.92E-04,8.08E-04,7.22E-04
3,2.81E-01,6.42E-04,8.37E-04,6.23E-04,4.68E-04
3,1.31E-01,7.06E-04,7.80E-04,7.37E-04,6.01E-04
3,1.53E-01,7.15E-04,8.07E-04,7.46E-04,5.93E-04
3,1.15E-01,7.23E-04,7.95E-04,7.43E-04,6.31E-04
3,1.23E-01,1.04E-03,1.18E-03,1.02E-03,9.25E-04
3,6.41E-02,1.12E-03,1.20E-03,1.11E-03,1.06E-03
3,1.09E-01,8.72E-04,9.72E-04,8.63E-04,7.81E-04
3,8.97E-02,1.08E-03,1.17E-03,1.09E-03,9.79E-04
3,5.68E-02,1.37E-03,1.45E-03,1.37E-03,1.30E-03
3,8.64E-02,1.05E-03,1.15E-03,1.01E-03,9.82E-04
3,8.85E-02,1.27E-03,1.39E-03,1.23E-03,1.18E-03
3,5.17E-02,1.16E-03,1.21E-03,1.17E-03,1.09E-03
3,1.02E-01,8.32E-04,9.29E-04,7.99E-04,7.69E-04
3,1.01E-01,1.02E-03,1.14E-03,9.71E-04,9.52E-04
3,1.06E-01,9.38E-04,1.04E-03,9.28E-04,8.43E-04
3,7.60E-02,8.91E-04,9.64E-04,8.79E-04,8.30E-04
3,8.42E-02,1.12E-03,1.22E-03,1.10E-03,1.03E-03
3,1.87E-01,7.63E-04,9.13E-04,7.49E-04,6.26E-04
3,3.58E-02,8.50E-04,8.82E-04,8.46E-04,8.22E-04
3,1.15E-01,8.73E-04,9.88E-04,8.34E-04,7.97E-04
3,1.55E-01,7.62E-04,8.79E-04,7.66E-04,6.41E-04
3,4.50E-02,9.11E-04,9.43E-04,9.25E-04,8.64E-04
3,1.24E-01,7.55E-04,8.64E-04,7.10E-04,6.92E-04
3,1.07E-01,1.06E-03,1.18E-03,1.04E-03,9.59E-04
3,3.27E-02,1.55E-03,1.60E-03,1.55E-03,1.50E-03
3,7.12E-02,9.94E-04,1.05E-03,1.02E-03,9.14E-04
3,1.26E-01,1.03E-03,1.15E-03,1.06E-03,8.90E-04
3,3.67E-01,6.15E-04,8.77E-04,5.52E-04,4.17E-04
3,1.03E-01,7.13E-04,7.83E-04,7.21E-04,6.36E-04
3,1.39E-01,8.55E-04,9.91E-04,8.12E-04,7.64E-04
3,3.16E-01,8.30E-04,1.13E-03,7.38E-04,6.16E-04
3,1.30E-01,8.50E-04,9.76E-04,8.10E-04,7.65E-04
3,9.23E-02,1.12E-03,1.23E-03,1.10E-03,1.03E-03
3,2.40E-01,1.06E-03,1.36E-03,9.71E-04,8.60E-04
3,1.24E-01,9.14E-04,1.04E-03,8.88E-04,8.16E-04
3,9.59E-02,1.11E-03,1.20E-03,1.14E-03,9.94E-04
3,2.22E-01,8.37E-04,1.00E-03,8.76E-04,6.32E-04
3,1.20E-01,6.94E-04,7.73E-04,7.02E-04,6.06E-04
3,5.98E-02,1.82E-03,1.94E-03,1.79E-03,1.73E-03
3,1.24E-01,7.22E-04,7.79E-04,7.68E-04,6.18E-04
3,5.72E-02,9.24E-04,9.70E-04,9.36E-04,8.66E-04
3,1.72E-02,1.95E-03,1.98E-03,1.95E-03,1.92E-03
3,1.50E-01,7.75E-04,8.68E-04,8.12E-04,6.43E-04
3,1.14E-01,9.37E-04,1.05E-03,9.32E-04,8.33E-04
3,4.04E-02,2.13E-03,2.20E-03,2.15E-03,2.04E-03
3,1.25E-01,1.16E-03,1.30E-03,1.18E-03,1.01E-03
3,1.30E-01,1.15E-03,1.31E-03,1.12E-03,1.01E-03
3,2.72E-02,1.55E-03,1.59E-03,1.55E-03,1.50E-03
3,2.76E-01,7.28E-04,9.41E-04,7.15E-04,5.29E-04
3,2.75E-01,7.68E-04,9.65E-04,8.04E-04,5.36E-04
3,2.94E-01,8.29E-04,1.09E-03,8.05E-04,5.91E-04
3,3.26E-01,8.10E-04,1.08E-03,8.22E-04,5.30E-04
3,3.02E-01,7.01E-04,9.18E-04,7.03E-04,4.81E-04
3,3.26E-01,7.62E-04,1.03E-03,7.32E-04,5.22E-04
3,2.83E-01,7.58E-04,9.55E-04,7.99E-04,5.19E-04
3,2.83E-01,7.80E-04,1.02E-03,7.49E-04,5.70E-04
3,2.78E-01,8.66E-04,1.12E-03,8.56E-04,6.24E-04
3,2.41E-01,7.82E-04,9.73E-04,7.85E-04,5.89E-04
3,3.87E-01,7.93E-04,1.11E-03,8.13E-04,4.60E-04
3,2.50E-01,8.26E-04,1.06E-03,7.77E-04,6.43E-04
3,2.83E-01,9.78E-04,1.29E-03,9.15E-04,7.30E-04
3,3.41E-01,6.77E-04,9.34E-04,6.40E-04,4.58E-04
3,3.03E-01,8.17E-04,1.10E-03,7.54E-04,5.99E-04
3,2.75E-01,1.01E-03,1.32E-03,9.47E-04,7.63E-04
3,2.66E-01,8.05E-04,1.04E-03,7.69E-04,6.06E-04
3,2.30E-01,8.45E-04,1.05E-03,8.32E-04,6.54E-04
3,2.89E-01,8.93E-04,1.18E-03,8.46E-04,6.53E-04
3,2.95E-01,7.75E-04,1.02E-03,7.58E-04,5.49E-04
3,2.55E-01,8.46E-04,1.07E-03,8.40E-04,6.28E-04
3,2.09E-01,1.51E-03,1.82E-03,1.53E-03,1.18E-03
